"Word","Fits.","X","annotations"
"seriously",0,"0",0
"seriousness",0,"0",0
"set straight",0,"0",0
"severe",1,"0",0
"shadow",0,"0",0
"shake",0,"1",0
"shakiness",1,"1",1
"shaky",1,"1",1
"shall",0,"0",0
"shame",1,"1",1
"sharp",0,"0",0
"shatter",1,"1",1
"shiftless",0,"1",0
"shock",1,"1",1
"shock-proof",0,"0",0
"shocking",1,"1",1
"shockproof",0,"0",0
"short-tempered",1,"1",1
"shortage",0,"1",0
"sickening",1,"1",1
"sigh",0,"1",0
"simply",0,"0",0
"sin",1,"1",1
"sinewy",0,"0",0
"single",0,"0",0
"singly",0,"0",0
"singular",0,"0",0
"sinless",0,"0",0
"sins",1,"1",1
"skepticism",1,"0",0
"slain",1,"1",1
"slaughter",1,"1",1
"sleepless",0,"0",0
"slippery",0,"0",0
"slough",1,"0",0
"slump",0,"0",0
"smart",0,"0",0
"smash",1,"0",0
"smell",0,"0",0
"sober",0,"0",0
"sole",0,"0",0
"solely",0,"0",0
"solicitude",0,"0",0
"solitariness",0,"1",0
"solitary",0,"1",0
"solitude",0,"1",0
"somber",1,"1",1
"someone",0,"0",0
"sore",1,"1",1
"soreness",1,"1",1
"sorrow",1,"1",1
"sorrowful",1,"1",1
"sorrowfulness",1,"1",1
"sorry",1,"1",1
"sought",0,"0",0
"sound",0,"0",0
"sound the alarm",0,"0",0
"sour",1,"0",0
"speculation",0,"0",0
"spinning",0,"0",0
"spite",1,"1",1
"squalid",1,"1",1
"stab",1,"1",1
"staid",1,"0",0
"stampede",1,"1",1
"startled",1,"0",0
"statues",0,"0",0
"steam",0,"0",0
"steep",0,"0",0
"stern",1,"1",1
"sticky",0,"1",0
"stiff",0,"0",0
"stimulate",0,"0",0
"stingy",0,"1",0
"stir",0,"0",0
"stir up",1,"0",0
"straightforward",0,"0",0
"strengthen",0,"0",0
"stress",1,"1",1
"strike",1,"0",0
"stroke",0,"1",0
"struggle",1,"1",1
"stupefied",1,"0",0
"stupid",1,"1",1
"style",0,"0",0
"subjected",0,"0",0
"subspecies",0,"0",0
"succeed",0,"0",0
"successful",0,"0",0
"suddenly",0,"0",0
"suffering",1,"1",1
"suffix",0,"0",0
"suggestion",0,"0",0
"suggestions",0,"0",0
"suited",0,"0",0
"sulfurous",0,"0",0
"sullen",1,"1",1
"sulphurous",0,"0",0
"summoned",0,"0",0
"supporter",0,"0",0
"suppressed",1,"1",1
"sure",0,"0",0
"surprised",0,"0",0
"surprising",0,"0",0
"surrounded",0,"0",0
"susceptible",1,"0",0
"sustained",0,"0",0
"swing",0,"0",0
"sympathetic",0,"0",0
"sympathy",0,"0",0
"symptoms",0,"0",0
"take",0,"0",0
"take care",0,"0",0
"take exception to",0,"0",0
"take offence at",0,"1",0
"tease",1,"1",1
"technically",0,"0",0
"temporarily",0,"0",0
"tended",0,"0",0
"tendencies",0,"0",0
"tense",1,"1",1
"terrible",1,"1",1
"terribly",1,"1",1
"terrific",1,"0",0
"terrifying",1,"1",1
"terror",1,"1",1
"terrorism",1,"1",1
"test",0,"0",0
"testimony",0,"0",0
"testy",1,"1",1
"that's too bad",1,"1",1
"therefore",0,"0",0
"think (believe)",0,"0",0
"thirst",0,"1",0
"threat",1,"1",1
"threatened",1,"1",1
"thrust",1,"1",1
"timid",1,"0",0
"to injure",1,"1",1
"to violate",1,"1",1
"told",0,"0",0
"toll",0,"0",0
"torment",1,"1",1
"torpid",1,"0",0
"tort",1,"1",1
"torture",1,"1",1
"touch",0,"0",0
"touchy",1,"1",1
"tragic",1,"1",1
"transported",0,"0",0
"treatment",0,"0",0
"tremendous",1,"0",0
"trepidation",1,"1",1
"trespass",1,"1",1
"trial",1,"0",0
"tried",0,"0",0
"triggered",0,"0",0
"trouble",1,"1",1
"troubled",1,"1",1
"troublesome",1,"1",1
"true",0,"0",0
"try",0,"0",0
"trying",0,"0",0
"tumult",1,"1",1
"turbulent",1,"0",0
"turmoil",1,"1",1
"twisted",0,"0",0
"ugly",1,"1",1
"unable",1,"1",1
"unattractive",1,"1",1
"uncertain",1,"1",1
"uncertainty",1,"1",1
"uncharitable",1,"1",1
"uncomfortable",1,"1",1
"uncongenial",1,"1",1
"understandable",0,"0",0
"understanding",0,"0",0
"undoubtedly",0,"0",0
"undue",1,"1",1
"unease",1,"1",1
"uneasily",1,"1",1
"uneasiness",1,"1",1
"uneasy",1,"1",1
"unfortunate",1,"1",1
"unfortunately",1,"1",1
"unfriendly",1,"1",1
"unhappiness",1,"1",1
"unhappy",1,"1",1
"unique",0,"0",0
"unlikely",0,"0",0
"unlucky",1,"1",1
"unmerciful",1,"1",1
"unpleasant",1,"1",1
"unpopular",1,"1",1
"unquiet",1,"1",1
"unquietness",1,"1",1
"unreasonable",1,"1",1
"unreliable",1,"1",1
"unrest",1,"1",1
"unsafe",1,"1",1
"unsatisfied",1,"1",1
"unsettled",1,"1",1
"unsettling",1,"1",1
"unsettlingly",1,"1",1
"unsuccessful",1,"1",1
"unsure",1,"1",1
"untrustworthy",1,"1",1
"unwilling",1,"0",0
"unwillingly",1,"0",0
"upset",1,"1",1
"upsetting",1,"1",1
"uptake",0,"0",0
"uptight",1,"1",1
"urged",1,"0",0
"useless",1,"1",1
"vague",1,"0",0
"vex",1,"1",1
"vexation",1,"1",1
"vexatious",1,"1",1
"vexing",1,"1",1
"vibration",0,"0",0
"violate",1,"1",1
"violation",1,"1",1
"violence",1,"1",1
"violent",1,"1",1
"virgin",0,"0",0
"virulent",1,"1",1
"virus",0,"1",0
"vitriolic",1,"1",1
"vogue",0,"0",0
"vulnerable",1,"1",1
"wacky",0,"0",0
"want",0,"0",0
"wanted",0,"0",0
"wanting",0,"0",0
"wants",0,"0",0
"warn",0,"0",0
"warning",0,"0",0
"waspish",1,"1",1
"wastage",1,"1",1
"waste",1,"1",1
"wasteful",1,"1",1
"wasting",1,"1",1
"wave",0,"0",0
"wave about",0,"0",0
"waves",0,"0",0
"we",0,"0",0
"weak",1,"1",1
"weaken",1,"1",1
"wealth",0,"0",0
"weigh",0,"0",0
"weight",0,"0",0
"weird",1,"0",0
"welcomed",0,"0",0
"what a pity",1,"1",1
"wicked",1,"1",1
"wild",1,"0",0
"willing",0,"0",0
"wise",0,"0",0
"wish",0,"0",0
"wished",0,"0",0
"wishes",0,"0",0
"wishful",1,"0",0
"wistful",1,"0",0
"wobbliness",0,"0",0
"woe",1,"1",1
"woebegone",1,"1",1
"woeful",1,"1",1
"wonderful",0,"0",0
"worried",1,"1",1
"worries",1,"1",1
"worrisome",1,"1",1
"worry",1,"1",1
"worrying",1,"1",1
"worryingly",1,"1",1
"worsen",1,"1",1
"wouldn",0,"0",0
"wound",0,"1",0
"wrath",1,"1",1
"wrathful",1,"1",1
"wreck",1,"1",1
"wretched",1,"1",1
"wretchedly",1,"1",1
"wretchedness",1,"1",1
"wrong",1,"0",0
"yearn",0,"0",0
"yearning",1,"0",0
"yen",0,"0",0
"you",0,"0",0
"young lady",0,"0",0
"accepts",0,"0",0
"advise",0,"0",0
"alerted",0,"1",0
"alluring",0,"0",0
"amusing",0,"0",0
"antagonism",1,"1",1
"ardor",0,"0",0
"awesome",0,"0",0
"ballads",0,"0",0
"banishment",1,"1",1
"bemused",1,"0",0
"betraying",1,"1",1
"blessing",0,"0",0
"blissful",0,"0",0
"blister",0,"1",0
"blunder",1,"1",1
"brash",0,"1",0
"brimming",0,"0",0
"brotherly",0,"0",0
"brushing",0,"0",0
"bugger",1,"1",1
"burned",0,"1",0
"calamities",1,"1",1
"carefree",0,"0",0
"chanted",0,"0",0
"characteristically",0,"0",0
"clambering",0,"1",0
"cleverly",0,"0",0
"coldly",1,"1",1
"conflagration",0,"1",0
"congratulated",0,"0",0
"congratulations",0,"0",0
"consoling",0,"0",0
"constantly",0,"0",0
"controversial",1,"1",1
"crowed",0,"0",0
"cruelty",1,"1",1
"crusted",0,"0",0
"damaging",1,"1",1
"darted",0,"0",0
"dashing",0,"0",0
"daughter",0,"0",0
"decency",0,"0",0
"decides",0,"0",0
"defeat",0,"1",0
"delightfully",0,"0",0
"demonic",1,"1",1
"deplored",1,"1",1
"derisive",1,"1",1
"detain",0,"1",0
"difficulties",1,"1",1
"disbelieving",1,"1",1
"disregarded",1,"1",1
"dreamily",0,"0",0
"droning",0,"0",0
"drunken",0,"1",0
"dubiously",1,"1",1
"ducking",0,"1",0
"dutiful",0,"0",0
"eloquently",0,"0",0
"esteem",0,"0",0
"esteemed",0,"0",0
"explaining",0,"0",0
"exquisitely",0,"0",0
"exultant",0,"0",0
"factly",0,"0",0
"faltered",0,"0",0
"familiarity",0,"0",0
"fancies",0,"0",0
"fatigued",1,"1",1
"feasts",0,"0",0
"filthy",1,"1",1
"fires",0,"1",0
"flailing",1,"1",1
"flattery",0,"1",0
"flirt",0,"0",0
"folks",0,"0",0
"forbade",1,"1",1
"forced",1,"1",1
"forsake",1,"1",1
"fraudulent",1,"1",1
"freud",0,"0",0
"friendship",0,"0",0
"fuck",1,"1",1
"fumbling",0,"1",0
"fussing",1,"1",1
"giggles",0,"0",0
"glistened",0,"0",0
"glowering",0,"1",0
"goodbye",0,"0",0
"grabbed",0,"1",0
"grabbing",0,"1",0
"gratification",0,"0",0
"gullible",1,"1",1
"harassment",1,"1",1
"helps",0,"0",0
"highly",0,"0",0
"hobbling",0,"1",0
"honking",0,"1",0
"humbly",0,"1",0
"humility",0,"0",0
"hungrily",0,"1",0
"ignored",1,"1",1
"imperiously",1,"1",1
"imprisoned",0,"1",0
"inarticulate",1,"1",1
"incredible",0,"0",0
"indictment",1,"1",1
"inexorably",0,"1",0
"informs",0,"0",0
"insidious",1,"1",1
"insists",0,"1",0
"inspiring",0,"0",0
"intensified",0,"0",0
"interfering",1,"1",1
"intrigues",1,"1",1
"involve",0,"0",0
"jabbed",1,"1",1
"jokes",0,"0",0
"lamenting",1,"1",1
"liberally",0,"0",0
"looming",0,"0",0
"loud",1,"0",0
"loudly",1,"0",0
"lovable",0,"0",0
"lurching",0,"1",0
"lurking",1,"1",1
"marriage",0,"0",0
"marveled",0,"0",0
"melodies",0,"0",0
"meticulously",1,"0",0
"misunderstanding",1,"0",0
"moaning",1,"1",1
"momentary",0,"0",0
"morally",0,"0",0
"morn",0,"0",0
"morphine",0,"0",0
"motivation",0,"0",0
"mrs",0,"0",0
"muttered",1,"0",0
"mysteriously",0,"0",0
"necessity",0,"0",0
"needlessly",1,"0",0
"negligence",1,"1",1
"negligent",1,"1",1
"nerve",0,"0",0
"nightmare",1,"1",1
"nobly",0,"0",0
"nothingness",1,"1",1
"noticing",0,"0",0
"notions",0,"0",0
"obscenities",1,"1",1
"observance",0,"0",0
"observe",0,"0",0
"offender",1,"1",1
"oppressed",1,"1",1
"optimistic",0,"0",0
"outspoken",0,"0",0
"overhear",0,"0",0
"overjoyed",0,"0",0
"overshadowed",0,"1",0
"paralyzed",0,"1",0
"pardoned",0,"0",0
"peeled",0,"0",0
"perfunctory",1,"0",0
"pernicious",1,"1",1
"persuade",0,"0",0
"persuading",0,"0",0
"persuasion",0,"0",0
"pervert",1,"1",1
"phoning",0,"0",0
"piety",0,"0",0
"pissed",1,"1",1
"ploy",0,"0",0
"poignant",1,"0",0
"prayed",0,"0",0
"premonition",0,"1",0
"pretence",1,"1",1
"preventing",0,"0",0
"profane",1,"1",1
"protest",1,"0",0
"protesting",1,"0",0
"psychic",0,"0",0
"psychological",0,"0",0
"punishments",1,"1",1
"qualms",1,"1",1
"rages",1,"1",1
"reeking",0,"1",0
"refreshing",0,"0",0
"remarkable",0,"0",0
"replied",0,"0",0
"repression",1,"1",1
"restrain",1,"1",1
"revelation",0,"0",0
"revolutionaries",0,"0",0
"riddled",0,"1",0
"rudely",1,"1",1
"sacrament",0,"0",0
"scowl",1,"1",1
"screwing",0,"1",0
"scruffy",1,"1",1
"scruples",0,"0",0
"seduced",0,"0",0
"seducing",0,"0",0
"selves",0,"0",0
"sepulchre",0,"1",0
"shunned",0,"1",0
"skimpy",1,"1",1
"smiling",0,"0",0
"smirked",1,"0",0
"sores",1,"0",0
"splashing",0,"0",0
"spying",1,"0",0
"squeaking",0,"0",0
"squirm",1,"1",1
"squirming",1,"1",1
"staccato",1,"0",0
"steadily",0,"0",0
"stings",1,"1",1
"stooping",0,"1",0
"storms",1,"1",1
"struggles",1,"1",1
"sucking",0,"1",0
"suicidal",1,"1",1
"suitor",0,"0",0
"swearing",1,"1",1
"tearing",1,"1",1
"tells",0,"0",0
"thou",0,"0",0
"thoughtless",1,"1",1
"thundered",1,"1",1
"tissues",0,"0",0
"torments",1,"1",1
"tossing",0,"1",0
"toying",0,"0",0
"tragically",1,"1",1
"treading",0,"0",0
"tremor",0,"0",0
"trough",0,"0",0
"truthfully",0,"0",0
"tumbled",1,"0",0
"unconscious",0,"1",0
"undertone",0,"0",0
"undisguised",0,"0",0
"unearthly",0,"0",0
"ungrateful",1,"1",1
"unnatural",1,"1",1
"unthinkable",1,"0",0
"untrue",1,"1",1
"vain",1,"1",1
"vehement",0,"0",0
"vividly",0,"0",0
"wanton",1,"1",1
"warlock",1,"0",0
"weakening",1,"1",1
"wetting",0,"0",0
"whined",1,"1",1
"wielding",0,"0",0
"willed",0,"0",0
"willingly",0,"0",0
"winked",0,"0",0
"wonderfully",0,"0",0
"wrongs",1,"1",1
"zeal",0,"0",0
"angrier",1,"1",1
"apathy",1,"1",1
"appreciative",0,"0",0
"apprehensions",1,"1",1
"arguing",1,"1",1
"aspirations",0,"0",0
"assured",0,"0",0
"astonished",0,"0",0
"atone",0,"1",0
"avenge",1,"1",1
"awakened",0,"0",0
"baleful",1,"1",1
"bearable",0,"0",0
"befall",0,"1",0
"begging",0,"1",0
"belched",0,"1",0
"bewildered",1,"1",1
"bitterness",0,"1",0
"blinded",0,"1",0
"blinding",0,"1",0
"bloodthirsty",1,"1",1
"boldness",0,"0",0
"boredom",1,"1",1
"bravely",0,"0",0
"brutality",1,"1",1
"capricious",1,"0",0
"careless",1,"1",1
"cautious",0,"0",0
"chatted",0,"0",0
"cheered",0,"0",0
"childish",1,"1",1
"chuckle",0,"0",0
"chuckles",0,"0",0
"clever",0,"0",0
"comforted",0,"0",0
"compassionate",0,"0",0
"compliments",0,"0",0
"confess",0,"1",0
"confessing",0,"1",0
"contemplating",0,"0",0
"contentedly",0,"0",0
"cowardly",1,"1",1
"craved",0,"1",0
"creaked",0,"0",0
"creeps",0,"1",0
"cringe",1,"1",1
"curiosity",0,"0",0
"cynical",1,"1",1
"dared",0,"0",0
"dearly",0,"0",0
"deathbed",1,"1",1
"deliciously",0,"0",0
"delightedly",0,"0",0
"deprecating",1,"1",1
"deserting",1,"1",1
"devious",0,"1",0
"disappointing",1,"1",1
"disapprove",1,"1",1
"disoriented",1,"1",1
"dispel",0,"1",0
"distrust",1,"1",1
"drudgery",1,"1",1
"drunk",0,"1",0
"dulled",1,"1",1
"enemies",1,"1",1
"enticing",0,"0",0
"entreaty",0,"0",0
"envied",1,"1",1
"everybody",0,"0",0
"evident",0,"0",0
"evil",1,"1",1
"excesses",1,"1",1
"exclaimed",0,"0",0
"expresses",0,"0",0
"extravagant",1,"1",1
"famished",1,"1",1
"fateful",1,"0",0
"fearlessly",0,"0",0
"fierceness",1,"1",1
"fondling",0,"1",0
"forcefully",0,"1",0
"forgave",0,"0",0
"forgetful",1,"1",1
"forgetting",0,"0",0
"forgiving",0,"1",0
"frankness",0,"0",0
"gasps",0,"1",0
"giddy",0,"1",0
"gloriously",0,"0",0
"grieved",1,"1",1
"grieving",1,"1",1
"groaning",1,"1",1
"groans",1,"1",1
"happen",0,"0",0
"headache",1,"1",1
"heedless",1,"1",1
"hesitate",0,"1",0
"honesty",0,"0",0
"hurtling",0,"1",0
"hysterical",1,"1",1
"idleness",1,"1",1
"imbecile",1,"1",1
"impassioned",0,"1",0
"imprudent",1,"1",1
"incessantly",0,"1",0
"incorrigible",1,"1",1
"indiscretion",1,"1",1
"indulgence",0,"1",0
"inevitability",1,"1",1
"inflicted",1,"1",1
"informing",0,"0",0
"insistently",1,"1",1
"instincts",0,"0",0
"insults",1,"1",1
"intentions",0,"0",0
"intently",0,"0",0
"intimation",0,"0",0
"intoxication",1,"1",1
"irony",0,"0",0
"irrepressible",0,"0",0
"irresponsible",1,"1",1
"jokingly",0,"0",0
"joyfully",0,"0",0
"know",0,"0",0
"knowing",0,"0",0
"levity",1,"0",0
"liar",1,"1",1
"lingering",0,"0",0
"loveliness",0,"0",0
"loves",0,"0",0
"marvelled",0,"0",0
"mattered",0,"0",0
"mightily",0,"0",0
"misguided",1,"1",1
"muffled",0,"0",0
"nervously",1,"1",1
"nonchalance",0,"0",0
"obedient",0,"1",0
"obsessive",1,"1",1
"oozing",0,"0",0
"ostensibly",0,"0",0
"overweight",0,"1",0
"overwhelmed",1,"0",0
"paled",0,"1",0
"passions",0,"0",0
"penniless",1,"1",1
"perceives",0,"0",0
"perceptive",0,"0",0
"perish",1,"1",1
"perversity",1,"1",1
"phony",1,"1",1
"pitied",1,"1",1
"pitying",1,"1",1
"plainly",0,"0",0
"portrayal",0,"0",0
"pounding",0,"0",0
"praises",0,"0",0
"pretend",1,"1",1
"prompting",0,"0",0
"provocation",1,"1",1
"provoked",1,"1",1
"provoking",1,"1",1
"psychotic",1,"1",1
"purposeful",0,"0",0
"puzzled",1,"1",1
"queasy",1,"1",1
"quiet",0,"0",0
"quietly",0,"0",0
"ranting",1,"1",1
"rashly",1,"1",1
"reactionary",0,"1",0
"reassuring",0,"0",0
"rebuked",1,"1",1
"regrets",1,"1",1
"rending",1,"1",1
"respectful",0,"0",0
"restrained",0,"1",0
"retribution",0,"1",0
"retrospect",0,"0",0
"revenge",1,"1",1
"ruthlessly",1,"1",1
"scarred",0,"1",0
"screamed",0,"0",0
"semblance",0,"0",0
"sensed",0,"0",0
"sentimental",0,"0",0
"shameful",1,"1",1
"shrugs",0,"0",0
"shudders",0,"1",0
"sighs",0,"0",0
"slackened",0,"0",0
"slept",0,"0",0
"slumber",0,"0",0
"smothered",1,"0",0
"snarling",1,"1",1
"sneering",1,"1",1
"sobbed",1,"1",1
"sordid",1,"1",1
"spirited",0,"0",0
"spoiled",1,"1",1
"stared",0,"0",0
"startle",1,"1",1
"stereotype",0,"1",0
"stirring",0,"0",0
"strife",0,"1",0
"studious",0,"0",0
"subjection",1,"1",1
"submissive",1,"1",1
"superiors",0,"0",0
"surely",0,"0",0
"surly",1,"0",0
"swiftly",0,"0",0
"tact",0,"0",0
"talkative",0,"0",0
"tantalizing",0,"1",0
"taunting",1,"1",1
"tearful",1,"1",1
"teasing",1,"0",0
"thankfully",0,"0",0
"throbbed",0,"0",0
"timidity",1,"0",0
"tired",1,"1",1
"tiredness",1,"1",1
"tolerate",0,"0",0
"tortures",1,"1",1
"transpired",0,"0",0
"tricked",1,"1",1
"trickery",1,"1",1
"unaccustomed",0,"1",0
"unaware",0,"0",0
"uncompromising",1,"0",0
"unconsciously",0,"1",0
"undeniably",0,"0",0
"underestimate",1,"1",1
"undermine",1,"1",1
"unjust",1,"1",1
"unpredictable",1,"0",0
"unseeing",0,"1",0
"unsuspecting",0,"0",0
"unyielding",0,"1",0
"vicious",1,"1",1
"vicissitudes",0,"1",0
"weep",1,"1",1
"weeps",1,"1",1
"wept",1,"1",1
"wheezing",1,"0",0
"whimpering",1,"1",1
"womanly",0,"0",0
"worse",1,"1",1
"admonish",1,"1",1
"affray",1,"1",1
"aflutter",1,"1",1
"aggravation",1,"1",1
"aggravator",1,"1",1
"aggrieve",1,"1",1
"alarm clock",0,"1",0
"alarm system",0,"1",0
"alarum",0,"1",0
"amazed",0,"0",0
"angered",1,"1",1
"annihilating",1,"1",1
"annihilative",1,"1",1
"annoying",1,"1",1
"appall",1,"1",1
"appalled",1,"1",1
"apprehensively",1,"1",1
"ashamed",1,"1",1
"astonied",1,"0",0
"astounded",0,"0",0
"atrociously",1,"1",1
"averting",0,"0",0
"badgering",0,"1",0
"baffle",1,"0",0
"ball over",1,"1",1
"bedevil",1,"1",1
"bedevilment",1,"1",1
"betrayal",1,"1",1
"betrayed",1,"1",1
"biliousness",1,"1",1
"bilk",1,"1",1
"biting",1,"1",1
"bitingly",1,"1",1
"bitterly",1,"1",1
"black bile",0,"1",0
"block",1,"0",0
"blockade",1,"1",1
"blow out of the water",1,"0",0
"botheration",1,"1",1
"brainsick",1,"1",1
"brat",1,"1",1
"break",0,"1",0
"broken",1,"1",1
"brokenheartedness",1,"1",1
"budge",0,"1",0
"bullying",1,"1",1
"campaign",0,"0",0
"cast down",1,"1",1
"catch",0,"0",0
"certainty",0,"0",0
"chagrined",1,"1",1
"charge up",1,"0",0
"chilling",1,"1",1
"churn up",0,"1",0
"clean-handed",0,"0",0
"clinical depression",0,"1",0
"collar",0,"0",0
"commove",0,"0",0
"condole with",1,"1",1
"contrite",1,"1",1
"convulsion",1,"1",1
"covetous",1,"1",1
"cranky",1,"1",1
"craze",1,"1",1
"creaky",1,"0",0
"criminal offence",1,"1",1
"criminal offense",1,"1",1
"crossness",1,"1",1
"crucify",1,"1",1
"crusade",0,"1",0
"crushing",1,"1",1
"cult",0,"1",0
"cushion",0,"0",0
"dash",0,"0",0
"dashing hopes",1,"0",0
"day of reckoning",1,"1",1
"daze",1,"1",1
"dazed",1,"1",1
"decrepit",1,"1",1
"deject",1,"1",1
"delirious",0,"1",0
"delirium",0,"1",0
"demeaning",1,"1",1
"demoralise",1,"1",1
"demoralised",1,"1",1
"demoralize",1,"1",1
"demoralized",1,"1",1
"denial",1,"1",1
"departure",0,"1",0
"deplorably",1,"1",1
"depress",1,"1",1
"depressive disorder",0,"1",0
"depressor nerve",0,"1",0
"derelict",1,"1",1
"desecrate",1,"1",1
"designate",0,"0",0
"despairing",1,"1",1
"despisal",1,"1",1
"despised",1,"1",1
"destine",0,"0",0
"determent",1,"1",1
"deterrence",0,"1",0
"detested",1,"1",1
"disapproval",1,"1",1
"discerning",0,"0",0
"discernment",0,"0",0
"discomfited",1,"1",1
"discouraged",1,"1",1
"discouragement",1,"1",1
"discourtesy",1,"1",1
"disenchant",0,"1",0
"disenchanting",0,"1",0
"disenchantment",0,"1",0
"disfavor",1,"1",1
"disfavour",1,"1",1
"disgraceful",1,"1",1
"disgusted",1,"1",1
"disheartenment",1,"1",1
"dishonor",1,"1",1
"dishonour",1,"1",1
"dismally",1,"1",1
"dispirit",1,"1",1
"disquieted",1,"1",1
"disrespect",1,"1",1
"disruption",1,"1",1
"distressful",1,"1",1
"disturbed",1,"1",1
"do-or-die",0,"1",0
"doomsday",1,"1",1
"down in the mouth",1,"1",1
"downer",1,"1",1
"dreadnaught",0,"1",0
"drop",0,"0",0
"dun",0,"1",0
"dying",1,"1",1
"dysphemistic",1,"1",1
"dysphoric",1,"1",1
"economic crisis",1,"1",1
"electric shock",0,"1",0
"electrical shock",0,"1",0
"end of the world",1,"1",1
"enraged",1,"1",1
"entirely",0,"0",0
"escape",0,"0",0
"excitability",1,"1",1
"excitation",0,"0",0
"excited",0,"0",0
"exit",0,"0",0
"expiration",1,"0",0
"extortionate",1,"1",1
"fad",0,"1",0
"fearfulness",1,"1",1
"feel for",0,"0",0
"fermentation",0,"0",0
"ferocity",1,"1",1
"fight",1,"1",1
"fille",0,"0",0
"flagitious",1,"1",1
"flea-bitten",0,"1",0
"flighty",1,"1",1
"floor",0,"0",0
"foil",0,"1",0
"foiled",0,"1",0
"folie",0,"1",0
"foment",1,"1",1
"fomenter",1,"1",1
"forlornness",1,"1",1
"fractious",1,"1",1
"fray",1,"1",1
"frenetic",1,"1",1
"fretfulness",1,"1",1
"frighten away",1,"1",1
"frighten off",1,"1",1
"furiousness",1,"1",1
"furor",1,"0",0
"furore",1,"0",0
"fussiness",1,"1",1
"gall",1,"1",1
"get down",1,"1",1
"girl",0,"0",0
"glumness",1,"1",1
"go against",1,"1",1
"going",0,"0",0
"graspable",0,"0",0
"gravity",1,"0",0
"green-eyed",0,"0",0
"green-eyed monster",0,"1",0
"gross out",1,"1",1
"guilt feelings",1,"1",1
"guilt trip",1,"1",1
"guilty conscience",1,"1",1
"hangdog",1,"1",1
"hanker",0,"1",0
"harebrained",1,"1",1
"harried",1,"1",1
"hated",1,"1",1
"heartbreak",1,"1",1
"heartbreaking",1,"1",1
"heartrending",1,"1",1
"heavy",0,"0",0
"heroic",0,"0",0
"hesitancy",1,"1",1
"hesitation",1,"1",1
"holy terror",1,"1",1
"hoo-ha",0,"1",0
"hoo-hah",0,"1",0
"horrify",1,"1",1
"huffy",1,"1",1
"hullabaloo",0,"1",0
"humble",0,"1",0
"humbled",0,"1",0
"humbling",0,"1",0
"humiliated",1,"1",1
"hungriness",1,"1",1
"hurly burly",1,"1",1
"hysteria",1,"1",1
"ignorance",1,"1",1
"ill will",1,"1",1
"impression",0,"0",0
"imprint",0,"0",0
"incapacitated",1,"1",1
"inculpability",0,"0",0
"inculpableness",0,"0",0
"infatuation",0,"0",0
"infelicitous",1,"1",1
"infliction",1,"1",1
"infract",1,"1",1
"infuriated",1,"1",1
"infuriating",1,"1",1
"innervation",0,"0",0
"intelligible",0,"0",0
"interest",0,"0",0
"interrupt",1,"1",1
"invidia",1,"0",0
"ira",1,"1",1
"irked",1,"1",1
"irritated",1,"1",1
"irritating",1,"1",1
"jealously",1,"1",1
"jounce",0,"0",0
"kayoed",1,"1",1
"kerfuffle",1,"1",1
"knocked out",1,"1",1
"KO'd",1,"1",1
"lamentably",1,"1",1
"languish",1,"1",1
"law-breaking",1,"1",1
"lay waste to",1,"1",1
"leave out",1,"0",0
"let down",1,"1",1
"life-threatening",1,"1",1
"little terror",1,"1",1
"lose",0,"1",0
"lost",1,"1",1
"loth",1,"1",1
"low",0,"0",0
"low-spirited",1,"1",1
"lugubriousness",1,"1",1
"lurid",1,"1",1
"maddened",1,"1",1
"madness",1,"1",1
"maladjusted",1,"1",1
"mean",1,"1",1
"melancholic",1,"0",0
"mental disorder",1,"1",1
"mental disturbance",1,"1",1
"miffed",1,"1",1
"misfire",1,"1",1
"missy",0,"1",0
"mixed emotions",0,"0",0
"mixed feelings",0,"0",0
"monish",0,"0",0
"mortified",1,"1",1
"mortify",1,"1",1
"mortifying",1,"1",1
"natural depression",0,"1",0
"nauseate",1,"1",1
"nauseating",1,"1",1
"neglect",1,"1",1
"nettled",0,"1",0
"nettlesome",1,"1",1
"obstruct",1,"1",1
"occupy",1,"1",1
"offensive activity",1,"1",1
"omit",1,"0",0
"overjealous",1,"1",1
"overleap",0,"0",0
"overlook",0,"1",0
"overplus",0,"0",0
"overwhelming",1,"0",0
"pain in the ass",1,"1",1
"pain in the neck",1,"1",1
"pained",1,"1",1
"pall",1,"1",1
"panic attack",1,"1",1
"panic-stricken",1,"1",1
"panic-struck",1,"1",1
"panicked",1,"1",1
"paranoia",1,"1",1
"passing",0,"0",0
"pathos",0,"0",0
"peckish",1,"0",0
"peeved",1,"1",1
"peevishness",1,"1",1
"perceivable",0,"0",0
"personnel casualty",0,"0",0
"perturbing",1,"0",0
"pestering",1,"1",1
"pestiferous",1,"1",1
"petrifaction",0,"1",0
"pettishness",1,"1",1
"petulance",1,"1",1
"phrenetic",1,"1",1
"piercingly",1,"0",0
"pinch",0,"1",0
"pissed off",1,"1",1
"pitiful",0,"1",0
"plaguey",1,"1",1
"plaguy",1,"1",1
"plethora",0,"0",0
"press down",0,"1",0
"pretermit",1,"1",1
"psychological disorder",0,"1",0
"put off",1,"1",1
"queer",0,"0",0
"raise up",0,"0",0
"ramp",0,"0",0
"rape",1,"1",1
"ravish",1,"0",0
"red",0,"0",0
"red ink",0,"0",0
"release",0,"0",0
"repel",1,"1",1
"revere",0,"0",0
"reverence",0,"0",0
"revolt",1,"0",0
"riled",1,"1",1
